location,hour,day_of_week,month,base_fare
3,5,4,1,87
4,16,1,3,69
15,6,4,2,76
4,22,5,3,67
8,8,0,3,119
13,23,2,2,61
9,1,1,3,58
0,15,6,2,77
9,8,3,1,93
13,6,6,2,102
12,19,3,3,122
0,22,1,3,141
13,17,2,2,124
2,19,1,1,101
5,18,0,1,57
9,13,1,3,124
5,18,1,2,143
13,19,1,2,91
3,9,0,2,100
15,18,1,1,143
5,2,2,1,68
11,9,1,2,120
7,8,4,3,71
1,5,1,2,122
14,6,6,1,74
7,4,2,1,148
5,18,3,3,112
9,12,3,2,72
1,22,4,1,92
11,0,1,3,111
4,5,3,3,103
9,21,6,1,65
12,6,0,1,100
7,5,4,2,132
15,11,2,3,53
2,4,1,1,69
10,0,3,1,78
0,13,0,1,124
12,17,4,3,70
9,0,0,3,95
4,23,2,2,110
5,12,5,1,87
5,11,1,2,112
1,7,1,1,79
1,8,3,3,80
13,12,5,2,91
11,12,2,3,97
7,19,6,2,142
2,2,3,3,94
6,18,0,3,75
11,17,5,3,96
12,17,1,3,87
9,12,1,3,114
3,20,6,2,125
10,13,1,2,101
4,20,5,2,126
14,12,1,3,50
0,13,4,1,93
13,14,5,2,72
1,15,1,1,127
10,0,4,3,68
6,6,0,1,73
4,5,2,2,122
1,8,0,3,116
14,9,5,3,148
15,20,3,3,138
5,11,0,1,70
7,16,5,3,58
15,12,1,2,126
6,19,4,3,120
2,4,6,3,96
7,23,0,1,150
14,11,3,3,58
7,19,4,1,86
2,17,1,3,104
4,7,0,2,126
5,23,3,2,89
7,6,1,2,100
4,4,1,2,105
12,0,6,2,65
12,10,6,3,132
13,7,6,1,101
3,15,2,3,113
4,8,4,2,116
11,13,5,3,50
1,18,5,3,121
5,12,0,2,108
0,20,1,1,116
5,4,1,1,66
5,15,1,3,134
2,11,5,3,94
15,16,2,2,86
15,10,3,1,115
3,2,6,2,56
14,13,2,1,140
7,1,4,3,93
3,16,0,3,78
9,0,4,1,64
0,20,2,1,133
5,23,0,2,74
8,4,4,2,149
12,7,0,1,98
2,13,0,3,60
8,1,2,2,91
7,23,3,2,127
8,19,4,3,97
10,12,6,3,57
2,3,4,1,150
11,7,6,3,128
2,1,1,3,81
11,10,0,2,53
6,14,6,1,72
7,4,2,3,144
4,3,0,3,98
15,7,2,1,91
6,5,3,1,62
6,11,4,1,142
0,2,6,3,125
14,18,0,1,80
3,13,3,3,55
2,17,1,1,65
0,21,2,1,85
8,8,1,3,97
10,15,0,1,56
15,4,2,2,50
13,23,3,3,118
8,22,0,3,138
12,1,3,2,122
5,23,6,3,144
13,17,6,3,85
1,6,5,1,104
6,6,2,2,52
11,18,6,1,92
7,8,2,2,54
5,14,2,2,75
7,5,5,3,136
1,23,5,3,65
15,5,2,1,95
11,18,1,1,56
13,7,5,3,136
5,11,3,2,83
1,1,2,2,68
8,4,0,3,105
1,20,3,3,82
6,20,2,3,115
13,11,4,2,73
3,6,3,2,123
13,14,1,2,54
1,19,4,3,53
11,4,3,3,102
8,23,1,3,103
12,18,3,1,145
12,4,2,3,131
13,15,5,2,103
6,1,3,2,106
15,8,4,2,81
3,19,2,3,138
10,10,4,3,114
9,15,2,1,99
3,14,0,1,55
2,17,4,2,76
7,15,0,3,103
15,23,3,1,80
15,2,2,2,126
8,1,4,2,90
8,9,2,1,117
8,7,6,3,112
5,15,0,2,71
8,0,4,3,104
4,16,1,3,56
8,22,3,1,69
10,15,1,2,69
12,23,4,1,111
8,18,5,2,141
6,5,4,2,50
7,13,3,3,51
15,4,5,1,63
0,16,1,2,104
9,12,4,1,148
6,14,1,2,126
14,17,2,2,119
7,14,0,3,94
1,10,5,3,125
1,17,0,1,147
6,22,6,2,99
3,1,3,2,89
13,8,4,2,111
9,22,6,2,53
4,17,2,2,130
2,21,3,1,129
7,14,0,1,78
3,4,0,1,59
6,4,3,1,57
14,18,2,2,70
7,11,4,1,112
15,1,4,2,144
14,5,0,2,69
10,5,3,1,82
14,12,1,1,124
15,7,0,2,88
13,12,3,3,140
0,10,4,3,76
8,23,5,1,105
15,18,6,1,96
13,16,0,3,80
8,20,2,3,90
1,17,5,1,94
12,7,6,1,133
8,15,4,2,75
6,13,2,3,147
8,20,4,2,126
7,7,3,1,59
11,4,1,2,94
4,11,2,3,119
6,12,6,3,131
14,15,6,1,91
14,7,6,1,75
14,1,2,3,141
10,9,5,3,94
0,3,6,3,143
15,6,3,2,139
10,0,5,1,145
15,6,2,1,147
13,20,3,3,85
11,15,5,1,95
7,0,1,3,71
3,15,6,1,74
11,5,2,3,100
2,13,5,3,60
7,0,0,1,103
15,2,2,1,101
2,4,6,3,68
8,19,3,2,137
6,21,6,3,73
10,11,3,2,108
0,6,2,2,81
12,12,6,3,130
15,6,3,1,134
3,20,1,1,117
7,21,6,1,143
1,5,5,1,98
14,14,0,1,150
2,7,6,3,138
11,20,0,3,83
9,19,6,1,133
11,4,3,1,52
6,11,4,2,146
15,9,4,1,75
2,10,6,3,67
1,1,6,1,71
4,12,0,2,76
7,11,3,1,135
9,19,4,1,85
9,4,1,3,75
7,7,3,3,106
8,20,1,2,111
5,12,3,2,131
8,21,3,1,82
7,2,0,3,126
4,22,6,1,119
9,22,4,2,62
3,2,3,2,66
0,16,3,1,135
9,10,2,1,88
12,2,4,3,54
0,1,0,1,138
4,17,3,2,86
13,12,0,3,119
10,6,1,1,147
10,8,3,2,80
15,14,2,2,138
10,20,1,2,120
7,16,2,1,77
7,22,3,2,147
13,12,2,3,110
3,10,6,2,63
2,4,0,2,95
15,0,5,1,145
8,23,1,2,62
6,13,5,1,102
12,1,6,1,105
8,8,4,2,118
4,2,2,3,140
1,7,3,1,83
11,4,2,3,113
6,15,2,1,74
12,3,5,3,75
13,15,2,2,125
1,23,5,2,54
11,19,6,1,62
0,3,6,2,79
7,23,4,2,148
5,14,4,2,52
5,1,2,1,53
0,6,0,2,75
11,13,0,2,106
0,12,5,3,82
12,9,1,1,97
7,16,4,1,66
15,16,3,2,87
6,3,1,1,76
5,8,0,3,90
13,3,6,2,134
1,17,1,1,64
5,14,5,1,105
15,7,2,1,135
12,13,0,3,52
1,21,2,3,131
0,22,5,3,87
10,21,6,3,128
13,9,0,1,74
2,15,0,3,113
10,20,0,2,104
4,11,6,3,107
10,1,5,3,62
14,17,3,1,58
12,19,1,2,96
5,19,0,2,134
0,21,6,2,150
2,12,1,2,122
0,1,6,2,87
12,16,0,2,132
11,0,0,1,96
9,2,1,2,68
11,8,2,2,122
14,20,0,1,93
13,9,0,1,76
7,2,3,3,143
13,17,1,2,80
1,18,6,1,66
9,7,1,3,85
4,17,3,3,150
12,11,3,3,87
7,6,2,1,56
13,13,3,3,121
1,5,0,1,60
7,11,6,1,101
2,4,1,3,122
5,7,4,2,70
3,1,2,1,76
15,8,3,3,63
15,11,3,2,113
2,2,3,3,91
13,11,2,2,140
8,23,0,3,129
4,11,6,1,59
4,15,3,2,51
11,12,3,1,120
13,0,1,3,139
0,23,1,2,123
6,7,3,2,62
5,8,3,1,89
5,20,3,2,106
9,17,2,3,131
5,9,2,3,115
8,11,1,3,118
2,16,0,3,138
5,20,2,2,137
0,15,6,2,94
11,9,4,2,100
4,15,0,3,109
7,3,1,2,57
3,18,2,2,127
4,4,6,2,128
7,10,0,1,140
7,19,5,3,132
14,22,5,1,95
6,2,5,3,91
9,17,6,1,147
6,0,4,1,98
15,6,0,2,53
10,11,5,2,138
14,4,5,3,81
14,17,4,1,64
9,22,3,3,128
15,17,3,1,52
1,19,2,3,75
9,7,2,1,89
10,21,2,3,130
10,1,6,1,66
15,4,0,3,64
11,15,6,3,101
15,9,1,1,66
3,2,5,3,55
5,6,3,1,128
5,17,1,2,113
11,4,0,1,92
12,18,0,1,73
4,19,2,3,135
1,17,3,1,70
0,21,3,2,133
0,12,0,2,133
4,10,2,2,55
5,2,6,3,77
1,12,4,2,125
9,9,5,3,90
15,14,6,1,149
6,2,2,2,88
0,12,4,1,113
9,7,1,2,139
9,8,6,3,129
10,15,1,1,117
2,21,3,2,121
14,1,6,1,129
1,21,2,3,77
4,10,1,2,64
5,13,4,3,57
0,12,4,2,117
14,9,0,1,118
7,18,5,2,101
1,19,3,1,78
3,14,0,1,93
10,18,6,2,78
0,4,5,3,119
10,6,6,3,57
14,16,5,1,73
10,11,2,2,102
14,23,0,1,51
1,2,2,3,54
6,9,4,3,150
8,9,2,3,82
3,15,2,3,129
8,7,5,1,109
3,22,3,2,61
11,18,0,2,50
14,15,1,2,61
15,12,2,2,126
1,12,1,3,115
11,5,1,1,86
11,16,3,3,81
14,5,6,1,135
11,7,0,2,105
7,5,0,3,54
10,1,3,2,105
15,4,1,3,84
3,10,3,1,53
6,16,0,3,147
13,16,5,2,128
1,23,6,1,114
12,17,2,3,91
5,2,0,1,130
9,5,5,3,148
11,4,0,3,96
2,23,2,1,128
7,15,5,2,101
2,13,4,2,81
11,12,4,2,107
5,1,5,1,150
8,13,2,3,77
12,10,6,3,75
5,17,0,2,111
3,1,6,2,78
0,6,5,3,80
9,19,6,1,75
7,21,0,3,87
14,14,6,3,105
11,11,4,2,113
4,7,6,3,75
15,5,2,2,128
7,3,1,3,118
13,15,2,3,84
4,10,3,3,106
10,14,5,1,51
13,18,1,2,110
14,2,2,2,62
12,17,0,2,146
9,14,6,1,57
7,6,1,2,85
5,2,5,2,122
5,9,5,1,66
6,14,2,3,60
2,2,0,1,111
14,5,4,1,63
3,14,3,2,61
3,18,1,1,86
8,10,1,1,82
6,8,4,3,56
15,5,0,2,79
3,19,1,1,130
0,16,1,1,105
11,19,3,3,94
5,7,3,1,136
12,14,5,2,91
5,18,1,3,87
11,22,6,1,59
11,18,4,1,66
10,16,1,3,84
3,8,5,1,134
1,22,0,3,109
15,7,4,3,54
13,16,5,1,65
11,4,6,1,88
8,7,2,1,132
7,7,3,1,56
3,0,3,3,138
4,7,1,1,131
12,13,6,2,57
14,11,0,2,110
4,18,1,1,95
12,18,6,3,117
8,0,1,2,100
5,3,1,3,130
12,8,6,1,135
13,12,1,1,106
11,12,2,3,104
9,23,0,1,112
15,1,1,2,130
9,19,2,2,109
3,8,1,3,132
13,14,5,3,135
12,9,3,2,124
2,18,4,1,143
9,14,5,3,148
3,8,2,2,98
11,16,2,3,68
8,1,6,2,62
15,14,6,1,89
5,9,4,2,129
1,7,4,2,115
7,17,6,3,146
4,0,0,3,89
0,4,6,2,81
8,17,6,3,54
11,17,3,2,128
0,5,5,1,93
6,3,4,3,109
3,2,2,3,77
10,17,3,3,120
10,8,1,3,68
8,23,6,3,106
6,10,6,1,100
4,20,3,3,133
9,8,0,1,118
6,10,4,3,130
5,8,5,2,56
1,16,2,3,97
5,3,5,3,98
4,6,0,1,148
6,10,3,2,57
14,20,4,2,148
4,13,2,3,124
3,5,3,2,58
13,13,4,2,104
3,21,6,1,51
15,19,0,2,76
10,12,6,1,143
8,16,6,1,148
14,15,5,3,78
10,10,6,2,56
12,6,5,2,62
0,3,2,3,59
7,0,5,2,146
8,18,0,1,135
6,8,1,2,150
1,13,3,1,53
11,10,3,1,112
5,14,1,1,76
12,11,0,2,80
10,10,5,1,97
0,23,6,2,125
12,21,2,2,148
0,0,1,3,142
8,6,4,3,60
15,20,3,2,64
4,6,6,1,118
1,19,0,3,69
15,22,0,2,82
1,22,1,1,97
3,11,1,1,96
5,10,6,2,64
13,18,2,2,75
11,17,2,2,147
2,10,2,3,110
6,18,4,3,133
12,3,1,1,133
4,13,3,2,141
13,3,3,1,93
1,3,0,3,52
14,12,1,3,133
1,8,6,2,145
13,21,0,2,56
14,8,4,2,148
2,18,6,2,75
6,8,1,1,107
2,14,0,1,114
11,19,5,3,116
4,9,0,1,129
10,0,0,2,149
5,16,2,1,93
15,13,1,2,130
0,12,3,3,56
2,18,3,3,98
4,22,0,3,110
1,11,1,1,52
5,15,1,3,118
3,19,6,1,148
10,9,5,1,144
2,15,5,2,122
15,15,2,3,134
13,7,5,1,111
10,8,2,3,112
6,13,2,3,73
9,0,1,2,66
14,0,5,1,57
12,3,2,3,65
2,8,2,3,138
0,13,5,1,91
4,11,2,2,148
11,13,4,2,149
15,3,2,3,63
12,5,6,3,63
15,0,1,1,84
15,19,4,1,138
15,8,3,3,143
4,14,6,2,72
9,13,5,2,97
6,6,6,1,86
10,3,2,1,69
5,10,1,1,146
2,11,4,1,91
4,18,6,3,90
4,18,2,2,149
11,23,4,3,75
12,21,6,3,133
1,14,1,1,122
9,18,3,2,61
0,15,1,3,108
1,20,5,1,122
12,9,5,3,81
9,11,0,3,62
11,8,3,3,143
7,3,3,3,94
9,19,6,2,146
9,17,6,1,121
6,17,1,3,63
0,3,3,1,146
4,10,2,1,90
14,15,2,2,77
12,0,4,3,104
11,19,4,3,105
10,18,0,2,120
8,6,6,2,55
4,23,0,1,93
2,17,2,1,124
10,5,5,1,139
5,5,4,3,64
12,2,4,2,112
13,19,4,3,117
8,11,1,1,104
12,16,0,2,133
8,2,0,2,120
11,6,5,3,141
7,17,6,2,120
15,15,0,1,58
11,8,6,3,71
9,1,5,1,77
2,1,6,2,103
1,6,5,2,111
1,0,1,2,114
5,7,5,2,120
14,18,1,1,88
6,23,1,2,64
10,4,0,1,121
1,0,1,1,70
8,5,2,3,133
11,2,1,1,50
0,23,3,1,147
11,20,3,3,65
13,12,2,2,84
0,0,3,3,139
3,14,4,3,83
3,17,2,3,98
5,18,4,1,94
4,10,1,1,68
14,21,6,2,95
10,11,4,2,111
10,5,4,2,54
13,0,0,1,135
8,0,1,1,96
13,12,4,3,50
12,1,1,1,124
0,19,0,1,55
2,11,4,2,138
12,22,5,3,63
11,18,5,3,106
4,9,3,3,91
15,18,3,3,80
0,12,3,3,117
9,3,1,3,125
8,12,3,2,81
8,7,3,3,51
1,9,4,2,55
14,18,0,3,83
4,22,4,3,93
7,7,4,2,89
13,20,3,2,93
15,4,2,3,78
9,15,5,3,128
1,11,6,3,123
2,4,2,1,146
11,23,2,2,120
12,15,2,3,120
11,22,2,3,124
0,5,4,3,55
7,0,5,3,65
3,10,3,3,84
9,23,2,3,71
4,13,3,1,60
8,17,5,2,93
2,21,2,1,67
14,19,4,2,54
6,15,5,3,141
11,3,0,3,55
6,4,5,2,114
9,15,3,3,149
2,7,6,2,94
6,4,2,3,109
9,3,2,2,128
5,4,1,2,113
14,16,5,2,126
7,18,1,2,95
14,12,5,1,130
15,1,1,1,134
8,5,6,1,114
15,13,6,2,143
9,8,6,2,93
2,10,0,1,127
6,12,2,2,111
1,23,5,1,87
6,6,1,2,52
9,22,5,2,144
0,4,3,3,133
0,15,4,3,126
0,17,3,3,132
6,18,4,2,108
3,16,2,3,65
13,18,0,3,136
14,1,1,1,73
13,22,1,2,92
10,23,3,3,104
1,6,5,1,79
13,2,2,2,65
1,3,1,2,103
5,11,3,2,88
5,12,3,2,67
3,2,3,2,116
4,20,4,1,61
6,16,6,1,69
15,3,1,2,136
11,5,6,3,147
15,11,5,1,80
6,21,5,2,116
8,2,1,1,65
6,12,6,1,96
9,15,4,2,107
15,23,2,3,144
15,15,5,2,83
13,21,4,2,149
9,9,1,1,101
3,0,2,2,87
11,15,6,2,70
2,21,1,1,108
8,14,4,1,53
14,6,0,2,80
8,13,6,2,136
4,8,2,2,70
6,22,0,2,133
3,17,6,2,57
8,8,0,2,135
13,0,2,3,84
2,19,2,1,94
4,8,2,2,127
9,11,6,3,61
2,6,1,1,92
0,8,2,1,56
8,15,2,1,98
15,1,2,1,109
8,17,0,1,129
1,22,3,2,54
8,16,0,1,58
4,15,3,1,53
3,1,5,1,88
0,14,6,3,106
4,13,3,1,88
12,12,1,3,66
6,11,3,1,65
5,3,3,3,105
10,1,1,1,54
8,22,6,3,73
0,1,3,1,117
0,5,4,1,116
6,10,1,3,103
4,23,1,1,57
8,8,4,2,114
10,2,2,3,91
0,9,0,1,147
1,5,2,3,118
9,15,5,1,104
12,16,3,2,124
12,8,3,3,58
13,3,0,3,62
7,13,5,1,145
1,4,2,2,137
5,2,3,1,141
14,20,3,2,71
10,12,1,2,115
8,8,3,1,107
12,13,0,1,139
1,0,5,2,104
5,10,6,3,52
10,17,4,1,77
3,4,0,2,145
1,12,2,1,149
5,23,0,2,145
9,4,4,1,81
10,10,6,2,58
5,4,5,2,83
12,10,2,2,94
2,16,2,2,85
0,18,4,1,77
13,1,6,1,116
4,2,6,3,68
4,17,4,1,89
11,15,5,3,50
11,1,0,1,83
14,21,4,2,119
2,2,0,3,141
12,6,1,1,85
15,21,5,2,51
0,13,0,2,51
6,11,0,1,79
11,3,3,2,129
12,23,6,3,128
4,22,2,2,146
4,6,4,2,147
1,14,6,2,138
13,5,3,3,76
5,3,1,2,132
1,3,1,2,137
0,13,1,1,50
0,4,0,3,147
7,23,6,2,131
14,6,0,3,85
14,17,1,3,66
15,6,5,3,52
2,16,1,3,75
1,6,0,3,128
3,21,5,2,135
14,4,4,1,117
12,4,0,3,73
15,7,3,3,86
8,3,0,3,60
13,14,5,2,99
10,2,6,1,94
3,15,4,2,67
11,7,3,3,136
11,6,6,1,99
7,9,6,1,93
14,17,5,1,118
13,19,4,1,117
3,19,3,3,126
4,15,6,1,83
5,0,1,3,61
12,20,3,1,68
7,15,3,3,96
14,21,4,2,62
0,10,6,1,93
5,19,5,1,88
10,21,3,2,89
11,4,0,3,77
10,1,2,2,78
15,9,5,2,132
10,0,3,3,111
12,22,3,3,138
13,7,3,3,123
3,15,1,1,62
14,1,4,2,79
4,12,4,1,84
15,21,1,3,118
0,16,0,1,94
11,4,5,3,64
2,17,4,1,51
2,0,2,1,115
11,10,3,2,113
6,0,6,1,65
3,23,1,2,100
12,17,5,2,68
4,15,2,3,134
12,9,1,1,50
9,3,1,1,70
7,12,1,1,104
5,21,2,3,50
8,20,2,2,125
5,13,6,1,107
0,1,2,1,149
2,11,6,1,86
6,11,1,1,116
2,20,2,2,86
2,2,0,2,107
15,1,3,2,97
14,11,6,3,70
0,1,1,1,145
4,11,3,1,108
10,0,6,3,149
2,5,6,1,107
11,16,0,1,138
3,1,0,2,99
2,3,0,1,116
13,3,1,1,89
4,18,0,2,71
1,7,0,3,79
1,5,3,3,92
2,5,3,1,127
14,18,2,3,134
13,18,3,2,139
10,21,1,1,71
3,3,4,2,148
0,21,1,2,133
2,6,2,1,58
13,19,6,1,119
4,19,5,3,84
14,22,4,2,73
11,20,3,3,92
4,5,1,1,95
3,3,2,1,68
8,3,1,1,106
7,8,0,1,118
0,11,1,2,137
14,12,2,1,108
4,3,5,2,87
1,11,6,3,117
14,0,0,2,64
14,21,3,2,124
13,5,5,1,118
15,17,4,1,104
10,3,5,2,116
1,8,2,1,64
15,7,1,1,79
12,16,6,3,54
8,9,4,2,54
3,15,2,2,138
7,13,2,2,102
6,0,2,1,99
12,13,2,2,100
5,1,3,1,140
2,22,2,2,115
7,18,5,1,113
5,9,5,2,56
9,7,3,3,61
4,7,2,2,99
5,12,1,3,108
2,8,3,2,114
14,15,3,3,71
9,0,3,3,97
1,8,5,2,150
6,21,5,3,67
15,0,6,3,146
10,21,0,3,70
12,12,0,3,139
12,23,1,1,64
6,16,4,1,146
13,8,2,3,104
8,20,6,3,65
8,19,0,2,84
14,20,4,2,71
1,5,2,1,66
15,6,2,1,75
12,3,5,1,63
5,19,1,3,136
9,18,6,1,139
11,21,4,1,79
9,4,4,1,73
10,2,4,1,88
15,0,3,1,87
4,17,5,1,59
5,9,5,2,91
3,14,1,1,86
9,5,5,1,67
6,8,0,2,56
10,23,5,2,74
5,20,0,3,110
1,3,3,1,105
4,18,2,1,77
12,5,1,3,140
7,11,2,1,138
1,7,1,3,134
4,19,1,2,100
13,5,3,3,114
0,8,3,3,138
5,21,3,3,93
7,13,3,1,144
15,12,0,3,66
6,1,4,2,107
15,22,0,2,74
10,16,2,3,79
13,16,0,2,103
4,20,1,1,90
1,15,5,1,137
12,20,4,2,122
8,8,2,3,98
8,18,6,1,71
7,19,1,1,85
14,0,5,3,74
6,3,3,2,71
0,16,2,1,143
6,22,0,2,96
11,9,3,1,51
6,17,5,3,144
12,22,1,2,139
3,18,5,2,105
7,4,0,3,147
12,18,5,1,139
9,13,6,3,149
2,16,3,3,70
6,6,5,2,94
1,6,6,2,91
2,3,5,2,99
8,6,1,3,54
2,18,6,1,52
11,14,3,3,122
3,2,6,1,131
11,11,5,1,109
12,19,2,3,99
2,16,5,2,110
8,16,4,1,96
11,9,2,2,148
6,7,1,2,137
0,17,1,2,75
3,0,0,3,109
7,16,3,3,55
13,19,0,3,150
12,22,1,1,149
10,3,0,3,52
13,8,2,1,121
4,2,4,2,149
6,1,3,3,121
2,12,6,1,148
10,5,6,1,143
15,6,1,2,122
12,11,0,1,122
13,10,2,2,57
4,6,3,3,88
10,13,6,1,116
11,18,2,2,99
8,7,5,2,60
2,5,6,2,84
14,0,2,1,83
10,15,0,1,69
13,11,4,3,86
13,4,3,1,146
4,19,5,2,95
3,6,4,1,129
7,9,0,3,142
0,2,0,1,149
7,10,2,2,64
3,5,6,1,65
5,22,4,2,89
6,17,4,2,73
9,11,0,2,52
9,22,2,3,103
12,5,4,1,135
3,9,2,2,94
2,1,2,3,78
11,11,2,1,66
12,6,4,2,66
14,15,3,1,105
14,19,0,1,147
0,17,4,3,130
13,15,3,1,52
2,0,1,3,119
3,15,5,2,131
14,13,6,2,125
5,21,4,1,116
6,7,2,1,74
0,4,6,1,136
0,12,6,3,140
15,20,5,2,71
0,4,6,2,149
11,21,4,1,86
0,19,0,1,145
13,8,1,2,53
12,7,0,2,90
15,9,6,3,92
13,22,0,2,87
15,5,2,1,84
11,10,1,1,123
6,2,4,3,79
3,9,5,3,118
7,14,0,1,122
1,20,4,3,100
3,7,0,2,132
9,23,0,3,150
3,23,5,2,50
12,4,0,3,84
6,16,3,2,82
12,4,0,2,123
10,9,2,3,64
15,19,6,2,77
5,22,6,2,76
10,11,6,3,101
3,22,6,1,122
0,8,6,1,62
11,17,6,3,109
2,2,6,1,131
11,11,2,2,62
0,7,2,3,91
7,14,0,1,127
5,3,6,3,117
15,6,2,3,79
5,11,2,2,79
6,2,4,1,120
12,18,0,3,148
2,17,3,2,104
6,22,2,1,142
10,4,3,2,91
13,1,4,3,135
15,22,6,1,144
0,12,6,1,109
0,13,4,1,100
3,20,3,3,115
9,22,3,1,114
8,0,4,3,115
3,17,0,1,76
6,11,6,3,99
13,16,6,1,86
10,2,1,1,103
9,2,6,1,77
7,1,6,3,132
5,1,6,2,63
15,0,3,3,139
14,13,0,2,73
11,12,3,1,122
7,20,0,1,72
6,4,4,1,143
5,15,6,1,88
3,23,6,2,111
13,3,5,1,143
10,2,1,1,109
9,6,5,3,127
11,2,1,3,123
14,11,3,2,92
11,18,3,1,116
11,18,2,1,74
13,23,2,1,66
10,23,3,1,89
8,21,5,1,62
4,22,2,3,120
14,3,1,3,53
13,6,6,2,105
5,4,6,1,72
1,14,6,2,89
10,8,1,1,86
14,3,1,3,72
14,3,0,1,104
8,13,3,2,58
9,4,5,1,121
6,21,1,2,95
10,11,5,3,54
5,5,4,3,109
6,14,6,1,122
10,11,4,1,141
2,9,1,3,105
7,17,0,3,131
12,7,6,3,81
6,22,2,1,95
11,19,4,1,143
4,19,5,3,70
7,4,4,2,73
15,16,2,3,101
1,20,3,1,86
10,0,6,1,50
9,6,2,1,51
1,13,5,3,86
1,21,6,2,90
10,9,3,1,63
8,0,3,2,99
14,19,5,1,62
4,10,0,3,119
6,6,2,3,129
3,2,2,2,66
2,6,5,1,85
0,16,4,3,95
5,4,6,3,130
4,2,1,3,78
12,7,5,1,144
4,1,0,2,106
7,21,4,1,77
7,0,4,3,109
12,3,4,3,141
5,17,3,2,101
14,23,1,1,63
6,5,1,2,122
15,1,5,2,56
2,14,1,1,141
1,17,5,2,128
5,15,3,3,71
10,14,3,2,138
5,10,6,2,56
4,1,1,2,148
10,4,2,1,101
3,12,4,3,147
7,17,2,1,86
2,22,5,3,127
11,13,3,2,129
14,5,3,3,52
2,15,5,3,128
4,5,0,2,72
0,16,0,2,109
0,6,6,2,76
13,10,4,1,101
10,12,3,1,55
8,12,5,3,121
0,7,6,2,124
14,13,6,1,126
0,7,5,1,85
12,15,1,1,71
0,8,6,2,127
12,5,5,2,109
13,22,3,3,138
4,4,3,3,124
2,11,6,2,62
12,19,0,3,51
8,13,3,2,78
13,19,3,1,106
11,6,6,3,96
3,22,0,2,149
11,23,0,3,55
15,19,6,3,69
15,18,0,2,129
8,8,1,1,149
2,13,4,1,78
6,19,2,1,146
7,20,4,2,61
7,19,0,2,91
10,12,3,3,111
2,16,3,1,119
3,1,2,3,122
9,5,3,3,113
14,6,3,1,111
13,21,6,3,130
0,9,5,1,98
13,2,1,1,62
11,1,3,1,81
6,7,5,3,97
9,16,5,2,89
14,18,0,1,148
14,23,6,3,90
4,9,5,2,53
1,23,0,1,103
14,6,5,1,107
15,2,1,1,100
9,23,5,3,113
13,20,5,1,95
0,8,2,3,64
4,13,4,2,93
1,8,6,3,102
11,1,4,3,115
5,23,2,3,112
13,3,3,3,50
13,0,6,2,143
6,20,1,3,69
14,18,5,2,75
4,10,0,2,128
6,23,2,3,66
8,1,1,3,148
10,6,3,2,136
11,20,1,1,148
12,11,5,2,90
1,19,4,3,79
2,18,5,2,89
5,21,0,1,97
11,21,2,1,103
0,0,4,2,133
15,9,1,1,95
6,15,4,3,52
2,18,4,3,62
7,8,2,2,73
2,8,6,1,67
10,22,2,2,137
8,14,6,3,66
0,7,3,3,60
2,7,5,3,92
15,1,2,3,119
2,0,3,1,83
1,2,3,2,140
1,15,1,3,68
6,6,5,2,117
7,23,2,3,74
4,2,1,2,145
2,17,0,1,73
7,17,4,2,136
11,1,2,3,126
5,5,5,2,116
1,15,3,1,80
1,4,5,3,84
0,16,3,3,107
4,17,4,3,140
5,19,1,2,98
8,6,5,2,140
6,3,4,2,77
14,1,0,1,141
0,10,4,3,119
9,18,1,1,81
13,20,1,2,144
0,20,0,3,110
8,4,1,3,103
12,11,2,1,131
2,4,3,2,90
6,5,3,1,66
11,19,5,2,81
15,3,3,1,104
10,4,6,3,127
15,8,2,3,145
14,3,4,3,141
3,18,6,1,96
0,0,3,3,66
3,9,1,3,131
2,4,1,1,108
2,9,2,3,62
2,5,3,1,99
14,5,0,3,65
15,21,2,2,144
8,14,3,2,137
4,18,5,1,130
4,1,2,3,134
2,17,0,3,73
9,2,6,1,115
0,12,1,1,80
3,3,5,1,103
8,17,1,2,52
0,14,2,1,101
12,4,5,1,123
6,17,6,1,84
15,14,5,3,81
11,12,0,1,143
10,21,4,3,72
12,13,3,2,96
11,22,5,3,50
1,0,1,1,76
1,2,3,1,64
4,1,0,1,92
15,16,0,3,114
10,10,0,3,100
5,10,3,1,79
11,6,4,3,118
11,18,5,1,51
8,4,1,1,50
2,10,2,1,145
12,1,6,2,95
3,1,1,2,81
8,7,3,1,146
12,15,6,1,96
11,15,2,3,136
15,14,4,1,119
6,10,0,3,105
14,13,6,1,143
1,3,0,3,126
14,1,5,2,69
11,11,3,3,72
10,3,4,2,100
10,5,5,2,112
8,9,6,1,147
10,16,3,2,118
14,21,4,2,109
15,22,2,3,80
14,23,5,1,137
3,12,3,3,110
12,17,5,3,97
13,22,5,1,126
9,23,1,2,50
9,6,0,1,63
1,19,6,3,101
2,4,6,1,148
2,20,2,1,88
7,3,6,1,59
15,23,3,1,133
1,16,6,3,97
5,2,5,1,93
3,5,1,1,97
15,22,4,2,76
12,7,0,3,63
6,2,2,3,117
7,20,2,3,149
15,18,4,1,67
11,8,2,3,145
12,15,4,3,150
6,10,1,2,118
10,4,2,3,71
0,6,4,1,148
2,1,1,1,150
15,19,1,2,67
8,23,1,1,129
7,7,3,3,105
4,17,1,1,121
1,13,3,2,149
6,18,1,3,82
4,2,1,3,68
4,12,6,2,62
